gender;age;bundesland;w1_dte;w1_q1;w1_q2_level1;w1_q2_level2;w1_q2_level3;w1_q3;w1_q4;w1_q5x1;w1_q5x2;w1_q5x3;w1_q5x4;w1_q5x5;w1_q6;w1_q7;w1_q8x1;w1_q8x2;w1_q8x3;w1_q8x4;w1_q10x1;w1_q10x2;w1_q10x3;w1_q10x4;w1_q10x5;w1_q10x6;w1_q12;w1_q13;w1_q14;w1_q16;w1_q17x1;w1_q17x2;w1_q17x3;w1_q17x4;w1_q17x5;w1_q19x1;w1_q19x2;w1_q19x3;w1_q19x4;w1_q19x5;w1_q19x6;w1_q19x7;w1_q19x8;w1_q20;w1_q21;w1_q23;w1_q24;w1_sd3;w1_sd5r;w1_sd6;w1_sd7;w1_sd8;w1_sd9;w1_sd10;w1_sd12;w1_sd15r;w1_sd16;w1_sd17;w1_sd21r;w1_jw;popnum
Female;53;Upper Austria;93;2;immigration;asylum/refugees;asylum / admission of refugees;2;4;2;2;2;4;2;3;3;2;2;2;2;3;2;2;5;2;5;6;1;NA;2;3;4;5;1;5;5;3;4;5;3;3;3;2;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;don't know;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;at least once a month;no;5;no;<2.500
Male;70;Vienna;115;1;welfare state;welfare state (gen.);social policy / welfare state (general);4;5;1;3;1;5;1;1;2;1;1;1;1;1;5;4;3;1;4;0;1;NA;1;1;1;1;3;88;2;3;5;5;3;88;3;1;TRUE;2;5;SPÖ;yes;Austria;vocational training/school;1,500 up to 1,650 ;retired;NA;NA;blue-collar worker;none;never;no;1;no;1M.+
Male;46;Salzburg;136;2;reform of institutions;political system/governmental system;calling early elections;1;2;1;2;2;4;1;3;4;1;1;2;2;1;3;3;4;2;4;5;2;1;3;3;2;1;4;4;3;2;3;3;4;3;1;2;FALSE;3;6;ÖVP;yes;Austria;vocational middle school ;3,300 up to 3,600;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;4;no;5.000-
Male;29;Styria;80;2;education and culture;education general;education / education policy (general);2;1;2;1;88;3;1;2;2;1;1;1;1;1;2;2;5;1;5;5;1;NA;1;2;2;1;1;2;3;2;2;2;2;2;2;1;FALSE;88;10;ÖVP;yes;Austria;vocational training/school;1,950 up to 2,100;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;2;no;10.000-
Male;23;Vienna;95;2;reform of institutions;political system/governmental system;calling early elections;2;3;1;4;2;4;1;2;3;3;2;1;1;3;2;3;4;3;88;6;2;1;2;5;2;5;2;3;3;4;2;4;4;3;2;4;FALSE;3;10;NEOS;yes;Austria;AHS with diploma;600 to less than 750;unemployed or seeking for work;NA;NA;employee;none;less often;no;4;no;1M.+
Male;66;Styria;96;3;immigration;asylum/refugees;asylum / admission of refugees;2;3;1;3;3;5;1;1;2;1;1;1;2;1;1;1;5;3;5;5;1;NA;2;3;2;4;1;4;5;4;3;5;4;3;1;4;FALSE;3;10;SPÖ;yes;Austria;vocational training/school;2,100 up to 2,250;retired;NA;NA;employee;none;less often;no;2;no;<2.500
Male;78;Styria;115;1;immigration;immigration general;immigration / immigrants / foreigners (general);3;3;2;1;5;1;3;2;3;1;1;1;4;1;5;5;1;1;5;8;1;NA;1;5;1;1;5;5;1;1;1;3;1;5;3;1;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;1,350 up to 1,500;retired;NA;NA;self-employed with employees;Roman-Catholic church;never;no;1;no;<2.500
Female;45;Styria;90;2;economy;job market/unemployment;unemployment (general);2;4;1;5;5;5;4;2;3;1;2;2;2;1;1;1;4;3;3;5;1;NA;2;3;2;4;3;3;3;4;3;5;3;5;5;5;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;2,700 up to 3,000;unemployed or seeking for work;NA;NA;employee;Roman-Catholic church;only on special holidays;no;NA;no;10.000-
Female;44;Styria;75;3;don't know;don't know;don't know;2;3;2;5;3;3;3;2;3;1;1;1;3;1;1;3;5;3;5;6;2;2;NA;5;3;3;2;3;3;3;3;3;5;5;5;1;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;3,900 and more;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;less often;no;3;no;10.000-
Male;67;Tyrol;115;3;immigration;integration of foreigners;integration of immigrants (general);4;4;1;1;1;1;1;3;4;4;4;1;2;1;1;5;5;5;5;5;2;2;NA;1;1;1;1;5;1;1;5;1;1;1;1;1;FALSE;1;10;FPÖ;yes;Austria;vocational training/school;1,650 up to 1,800;employed;employed, more than 35h weekly;5;NA;none;less often;no;2;no;2.500-
Male;76;Lower Austria;128;1;immigration;asylum/refugees;asylum / admission of refugees;2;3;4;1;1;1;1;4;4;2;2;2;2;1;4;4;4;4;5;6;1;NA;2;1;2;2;4;4;4;5;2;4;2;2;4;5;FALSE;3;10;ÖVP;yes;Austria;AHS with diploma;3,300 up to 3,600;retired;NA;NA;employee;none;never;no;2;no;10.000-
Male;77;Styria;74;3;immigration;asylum/refugees;asylum / admission of refugees;1;2;88;1;1;1;5;4;4;1;1;1;4;1;5;5;1;1;5;8;1;NA;2;5;5;1;1;5;88;4;3;1;1;1;1;1;FALSE;3;10;FPÖ;yes;Austria;primary school/secondary education first stage;refused;retired;NA;NA;public official;Roman-Catholic church;only on special holidays;no;1;no;5.000-
Female;57;Vienna;102;2;not classifiable;not classifiable;not classifiable;3;3;3;3;5;3;1;2;3;1;1;1;1;3;3;3;4;4;3;5;1;NA;2;5;5;5;5;5;1;3;3;3;3;3;3;1;FALSE;3;10;NEOS;yes;Austria;BHS with diploma ;1,350 up to 1,500;unemployed or seeking for work;NA;NA;employee;none;never;no;1;no;1M.+
Male;60;Burgenland;116;2;reform of institutions;political system/governmental system;calling early elections;2;3;3;1;4;3;2;3;3;1;1;1;3;1;3;3;3;2;5;7;2;1;3;3;1;3;4;4;2;2;3;3;3;3;2;2;FALSE;1;10;ÖVP;yes;Austria;BHS with diploma ;3,300 up to 3,600;employed;employed, more than 35h weekly;3;NA;Protestant church;only on special holidays;yes;NA;no;2.500-
Female;50;Vienna;111;2;reform of institutions;political system/governmental system;calling early elections;3;4;2;5;3;3;1;2;3;2;2;2;3;3;3;2;3;4;3;3;2;1;2;2;3;4;1;4;4;3;3;4;5;3;4;4;FALSE;3;10;SPÖ;yes;Austria;Bachelor;2,700 up to 3,000;on leave;NA;NA;employee;Roman-Catholic church;never;no;NA;no;1M.+
Male;71;Styria;115;2;politics;election campaign;profiles of parties;2;3;1;1;3;3;1;2;4;2;1;1;1;1;3;3;4;3;5;4;1;NA;3;3;3;3;2;4;3;3;3;2;2;2;1;2;FALSE;3;7;ÖVP;yes;Austria;AHS with diploma;3,300 up to 3,600;retired;NA;NA;employee;Roman-Catholic church;at least once a month;no;2;no;5.000-
Female;39;Upper Austria;81;3;immigration;asylum/refugees;asylum / admission of refugees;3;3;1;1;1;1;1;2;3;1;1;1;4;1;1;2;2;1;88;7;2;2;NA;2;2;1;3;2;3;2;5;2;3;1;2;3;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,300 up to 3,600;employed;employed,15 - 35h weekly;4;NA;Roman-Catholic church;less often;no;2;no;50.000-
Female;41;Upper Austria;104;2;security;not classifiable;not classifiable;3;3;1;5;2;5;2;2;3;1;1;1;1;2;2;2;5;4;4;4;1;NA;2;4;3;4;1;3;2;4;4;4;4;2;2;4;TRUE;2;10;Greens;yes;Austria;Magister/Master;3,900 and more;employed;employed,15 - 35h weekly;3;NA;Roman-Catholic church;only on special holidays;yes;2;no;2.500-
Female;34;Vienna;101;2;immigration;immigration general;immigration / immigrants / foreigners (general);3;2;3;2;3;3;2;2;3;3;3;1;2;1;3;3;5;2;4;5;2;1;3;3;3;3;1;5;3;4;4;3;4;3;3;2;FALSE;3;10;ÖVP;yes;Austria;Magister/Master;3,000 up to 3,300;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;2;no;1M.+
Male;79;Lower Austria;80;1;welfare state;welfare state (gen.);social justice / equality / equal opportunities (general);2;4;1;4;1;5;2;1;2;3;3;2;2;1;3;3;3;4;3;3;1;NA;1;5;1;5;1;3;5;4;2;4;4;5;88;2;TRUE;2;10;SPÖ;yes;Austria;vocational training/school;2,700 up to 3,000;retired;NA;NA;public official;none;never;yes;2;no;10.000-
Male;65;Salzburg;116;1;reform of institutions;political system/governmental system;calling early elections;1;3;1;3;3;3;1;2;4;1;1;1;2;1;3;2;4;3;88;5;2;1;2;1;1;4;3;4;4;2;4;4;3;1;1;3;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;refused;retired;NA;NA;employee;Roman-Catholic church;once a week;no;2;no;<2.500
Male;70;Tyrol;76;2;reform of institutions;political system/governmental system;performance / efficiency in politics;3;3;1;1;4;1;1;2;3;1;1;1;3;1;5;4;3;1;5;5;2;1;3;3;1;1;1;4;2;2;4;3;3;2;1;2;TRUE;2;10;ÖVP;yes;Austria;vocational middle school ;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;at least once a month;no;3;no;10.000-
Male;72;Styria;128;1;welfare state;welfare state (gen.);social justice / equality / equal opportunities (general);3;3;1;1;1;1;1;2;2;1;1;1;1;1;4;3;4;2;4;5;1;NA;2;3;5;1;1;1;4;2;5;4;1;2;4;5;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;1.050 up to 1,200;retired;NA;NA;blue-collar worker;Roman-Catholic church;only on special holidays;no;2;no;5.000-
Female;30;Vienna;80;2;education and culture;school;schools / school infrastructure (general);2;3;1;5;2;99;1;3;2;1;2;2;2;3;1;2;5;99;88;1;1;NA;2;99;5;5;1;3;3;2;4;2;1;99;5;2;TRUE;2;10;Greens;yes;Austria;BHS with diploma ;refused;employed;employed, more than 35h weekly;1;NA;none;never;no;1;no;1M.+
Male;77;Styria;128;1;education and culture;education general;education / education policy (general);4;3;1;2;2;2;1;2;4;1;1;1;3;1;1;3;3;1;4;7;1;NA;1;2;2;1;2;4;4;2;4;2;2;2;2;2;FALSE;3;10;FPÖ;yes;Austria;elementary school or less;2,400 up to 2,700;retired;NA;NA;public official;Roman-Catholic church;at least once a month;no;2;no;5.000-
Male;66;Burgenland;96;1;immigration;immigration general;immigration / immigrants / foreigners (general);3;3;1;2;1;1;1;2;2;1;2;1;2;1;5;3;5;1;4;5;1;NA;2;5;1;1;4;4;2;1;3;3;3;1;1;1;TRUE;2;10;FPÖ;yes;Austria;vocational middle school ;1,800 up to 1,950;employed;employed, more than 35h weekly;5;NA;Protestant church;only on special holidays;no;2;no;2.500-
Male;57;Lower Austria;96;1;reform of institutions;federalism;federalism;2;4;1;5;1;5;1;2;4;2;3;2;1;2;1;3;5;4;1;0;1;NA;2;3;5;5;1;4;4;2;3;4;5;5;5;2;TRUE;2;10;other;yes;Austria;Magister/Master;2,400 up to 2,700;other training;NA;NA;NA;Roman-Catholic church;never;no;2;no;5.000-
Male;60;Lower Austria;81;3;reform of institutions;political system/governmental system;calling early elections;2;3;1;3;2;5;3;1;2;2;2;1;3;3;3;2;5;5;88;3;1;NA;2;2;88;4;1;4;2;88;3;5;1;4;2;3;FALSE;88;10;other;yes;Austria;Doctorate/PhD;3,900 and more;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;at least once a month;no;2;no;2.500-
Female;54;Lower Austria;124;2;reform of institutions;political system/governmental system;calling early elections;2;2;1;3;5;1;1;2;2;1;2;2;3;1;3;4;3;1;5;6;2;1;3;1;3;3;1;4;4;3;2;1;3;2;1;1;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,900 and more;employed;employed, more than 35h weekly;3;NA;Roman-Catholic church;less often;yes;2;no;<2.500
Male;40;Burgenland;117;1;budget;taxes general;tax policy (general);2;3;3;2;3;3;3;3;4;1;3;1;1;1;5;5;4;2;4;6;1;NA;3;3;2;1;3;3;3;3;5;1;4;4;1;3;FALSE;3;10;ÖVP;yes;Austria;other;3,900 and more;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;less often;no;NA;no;<2.500
Male;39;Vienna;94;1;education and culture;education general;education / education policy (general);2;3;1;5;99;5;1;2;3;2;2;2;2;5;1;1;5;5;3;4;2;1;2;1;5;5;2;3;5;99;3;99;99;99;99;99;TRUE;2;10;Greens;yes;Austria;Doctorate/PhD;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;once a week;no;2;no;1M.+
Male;66;Styria;131;1;immigration;foreigners and health and welfare system;benefit fraud by foreigners;2;4;3;1;5;4;3;3;3;1;1;1;3;1;4;4;4;1;3;6;2;1;3;4;4;4;3;4;4;5;4;4;4;3;4;1;FALSE;3;10;ÖVP;yes;Austria;Bachelor;3,900 and more;retired;NA;NA;civil servant;Roman-Catholic church;only on special holidays;no;3;no;10.000-
Female;26;Styria;75;2;education and culture;education general;education / education policy (general);4;1;1;3;1;5;1;2;1;1;1;1;1;1;2;2;4;1;88;3;2;2;NA;5;88;3;1;2;3;4;2;88;3;2;5;5;FALSE;88;10;ÖVP;yes;Austria;College;1,500 up to 1,650 ;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;less often;no;1;no;10.000-
Female;84;Vienna;131;2;don't know;don't know;don't know;3;3;1;3;2;88;1;2;3;1;1;1;2;2;3;88;5;4;3;4;1;NA;2;3;4;5;1;4;3;2;3;3;3;5;4;3;FALSE;3;10;Greens;yes;Austria;university-related college ;2,700 up to 3,000;retired;NA;NA;freelance worker;Roman-Catholic church;less often;no;1;no;1M.+
Male;29;Lower Austria;95;2;immigration;asylum/refugees;asylum / admission of refugees;2;4;1;2;2;3;2;2;3;2;2;3;2;2;3;3;3;2;3;8;1;NA;3;3;3;3;2;1;2;1;3;3;4;2;2;3;TRUE;2;8;FPÖ;yes;Austria;Magister/Master;3,000 up to 3,300;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;no;NA;no;10.000-
Female;56;Tyrol;123;1;immigration;asylum/refugees;asylum / admission of refugees;3;3;1;1;3;3;1;2;2;1;1;1;1;1;4;4;2;1;1;5;1;NA;2;1;1;1;1;5;1;5;2;5;1;5;2;1;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;3,900 and more;employed;employed,15 - 35h weekly;4;NA;Roman-Catholic church;at least once a month;no;3;no;<2.500
Male;20;Vienna;109;2;immigration;asylum/refugees;asylum / admission of refugees;3;4;2;3;3;4;3;2;2;2;2;2;3;2;3;3;4;3;4;3;2;1;2;4;3;3;3;3;2;3;5;3;4;1;3;2;TRUE;2;5;SPÖ;yes;Austria;vocational middle school ;1,800 up to 1,950;military/civilian service, voluntary social year;NA;NA;employee;Islamic religious community;once a week;no;NA;yes;1M.+
Male;48;Vienna;92;2;formation of government;preference of coalition/formation of government;government formation / coalition composition (general);3;3;1;1;4;3;1;2;2;3;3;1;88;1;3;3;4;3;4;4;2;2;NA;4;3;2;1;4;3;3;3;3;2;4;2;3;FALSE;3;10;NEOS;yes;Austria;vocational training/school;don't know;employed;employed, more than 35h weekly;2;NA;refused;never;no;NA;no;1M.+
Female;41;Styria;125;3;education and culture;education general;education / education policy (general);1;3;4;1;3;5;1;2;4;1;1;2;2;1;5;3;4;1;4;6;1;NA;1;4;1;2;1;5;3;1;5;5;1;1;5;3;FALSE;1;10;ÖVP;yes;Austria;AHS with diploma;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;1;no;<2.500
Male;57;Styria;100;3;immigration;immigration general;immigration / immigrants / foreigners (general);1;1;1;3;3;88;2;2;4;1;1;1;3;99;5;5;1;2;88;5;2;1;3;5;2;1;1;5;88;4;4;4;2;1;2;88;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;3,900 and more;employed;employed, more than 35h weekly;3;NA;none;less often;yes;2;no;5.000-
Female;51;Lower Austria;97;3;immigration;asylum/refugees;asylum / admission of refugees;4;3;1;3;1;3;1;4;3;2;2;2;3;1;5;3;3;1;5;5;2;1;2;1;1;1;3;3;2;1;5;1;1;1;3;3;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;don't know;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;less often;no;3;no;NA
Female;46;Styria;76;1;education and culture;education general;education / education policy (general);3;3;1;3;4;3;1;2;4;1;1;1;3;1;3;3;5;4;5;5;1;NA;2;5;1;4;1;5;3;1;4;4;5;3;3;3;TRUE;2;10;ÖVP;yes;Austria;AHS with diploma;refused;other;NA;NA;NA;Roman-Catholic church;at least once a month;no;3;no;10.000-
Male;17;Styria;106;2;don't know;don't know;don't know;4;3;2;2;2;88;3;3;4;2;2;2;3;1;5;5;1;1;5;99;88;NA;NA;2;2;1;2;4;3;3;3;3;3;3;3;3;FALSE;88;10;FPÖ;yes;Austria;polytechnic institute;don't know;other training;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;yes;10.000-
Female;40;Styria;97;2;security;not classifiable;not classifiable;2;2;1;1;3;5;1;2;2;4;1;1;4;1;5;4;3;1;5;5;2;2;NA;3;1;1;4;5;2;2;4;1;2;1;3;2;TRUE;2;10;SPÖ;yes;Austria;vocational training/school;3,600 up to 3,900;employed;employed,15 - 35h weekly;4;NA;Roman-Catholic church;at least once a month;yes;NA;no;2.500-
Female;42;Tyrol;79;2;politics;election campaign;party campaigns (general);2;3;3;3;1;5;1;2;4;2;1;1;2;1;3;4;4;1;5;6;1;NA;2;1;4;1;2;4;5;3;3;4;5;3;2;2;TRUE;2;10;ÖVP;yes;Austria;university-related college ;3,900 and more;employed;employed, less than 15h weekly;1;NA;Roman-Catholic church;at least once a month;yes;2;no;2.500-
Male;56;Vienna;130;2;reform of institutions;behaviour of politians/corruption/scandals;political culture / sense of decency in politics / modest behavior of politicians;3;3;4;1;5;1;4;3;4;3;2;1;2;1;2;3;3;1;5;5;2;1;3;5;1;1;1;1;1;5;5;1;1;1;1;2;FALSE;3;10;ÖVP;yes;Austria;university-related college ;3,900 and more;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;less often;no;1;no;1M.+
Female;45;Carinthia;80;2;immigration;asylum/refugees;asylum / admission of refugees;2;1;1;1;1;4;1;2;4;1;3;3;3;1;5;5;3;1;4;5;2;2;NA;1;1;1;1;5;1;1;5;1;4;1;1;1;FALSE;88;10;ÖVP;yes;Austria;Magister/Master;3,000 up to 3,300;employed;employed,15 - 35h weekly;1;NA;none;only on special holidays;yes;1;no;50.000-
Female;26;Carinthia;72;2;education and culture;education general;education / education policy (general);2;3;1;4;2;3;1;1;2;2;2;2;1;3;2;2;4;4;3;3;1;NA;2;3;4;4;3;4;3;4;4;4;4;3;2;2;FALSE;88;10;SPÖ;yes;Bosnia, Croatia, Serbia, Former Yugoslavia;AHS with diploma;2,400 up to 2,700;unemployed or seeking for work;NA;NA;employee;Islamic religious community;never;no;2;no;50.000-
Female;50;Upper Austria;123;1;welfare state;welfare state (gen.);social policy / welfare state (general);2;2;1;4;2;5;1;2;3;1;1;1;1;2;1;1;4;4;1;4;1;NA;2;2;4;5;1;2;3;5;2;5;5;4;4;2;TRUE;2;10;Greens;yes;Austria;AHS with diploma;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;at least once a month;yes;4;no;2.500-
Male;55;Lower Austria;101;2;immigration;immigration general;immigration / immigrants / foreigners (general);3;2;2;1;2;4;1;3;4;1;2;1;3;1;5;4;1;1;5;4;1;NA;2;3;1;1;2;5;5;2;2;3;4;1;3;3;FALSE;3;10;FPÖ;yes;Austria;vocational training/school;2,700 up to 3,000;employed;employed, more than 35h weekly;2;NA;none;less often;yes;3;no;5.000-
Female;70;Lower Austria;121;1;economy;job market/unemployment;unemployment (general);5;5;1;1;1;1;5;4;4;1;2;2;2;1;5;5;3;1;1;5;2;2;NA;4;1;1;5;5;1;1;5;1;1;1;1;1;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,000 up to 3,300;retired;NA;NA;civil servant;Roman-Catholic church;less often;yes;2;no;1M.+
Female;18;Styria;117;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;3;2;3;2;2;2;3;1;1;2;2;2;1;1;4;4;4;5;2;2;NA;4;3;4;2;4;5;1;4;3;5;3;3;3;FALSE;88;10;other;yes;Austria;BHS with diploma ;refused;a student at school;NA;NA;NA;Roman-Catholic church;at least once a month;no;NA;yes;<2.500
Female;54;Upper Austria;75;2;economy;job market/unemployment;unemployment (general);3;3;1;5;3;4;1;3;3;1;1;1;1;3;1;2;4;88;4;3;2;1;3;2;5;4;3;4;3;3;4;4;5;88;5;2;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;2,400 up to 2,700;employed;employed,15 - 35h weekly;1;NA;none;only on special holidays;yes;2;no;2.500-
Female;57;Lower Austria;75;2;welfare state;family/children/adolescents;children / youth (general);2;3;1;1;1;5;1;3;3;1;1;1;4;1;3;4;5;1;5;7;1;NA;1;3;1;4;1;5;2;3;4;4;5;2;4;2;TRUE;2;10;ÖVP;yes;Austria;Doctorate/PhD;don't know;employed;employed,15 - 35h weekly;5;NA;Roman-Catholic church;at least once a month;no;3;no;10.000-
Male;63;Salzburg;97;2;welfare state;welfare state (gen.);social policy / welfare state (general);1;2;1;4;1;2;1;2;3;1;1;1;1;1;3;3;5;3;3;5;1;NA;2;3;3;1;2;3;3;2;3;4;4;3;2;1;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;3,900 and more;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;only on special holidays;yes;2;no;2.500-
Female;42;Vienna;101;2;politics;election campaign;profiles of parties;3;3;3;4;2;3;3;2;4;1;1;1;1;3;2;2;5;5;5;2;1;NA;3;4;5;3;1;3;2;1;4;1;4;3;3;2;TRUE;2;10;ÖVP;yes;Austria;university-related college ;1,500 up to 1,650 ;other;NA;NA;NA;Roman-Catholic church;only on special holidays;no;1;no;1M.+
Female;55;Vorarlberg;76;2;immigration;asylum/refugees;asylum / admission of refugees;3;3;1;3;1;4;1;2;3;1;1;1;2;2;1;1;4;4;88;3;1;NA;3;3;3;4;2;3;3;3;3;3;4;3;2;4;FALSE;88;10;Greens;yes;Austria;BHS with diploma ;3,300 up to 3,600;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;at least once a month;no;3;no;10.000-
Male;52;Styria;115;3;economy;job market/unemployment;unemployment (general);3;3;3;3;1;3;2;2;4;1;1;1;3;1;5;5;3;3;5;5;2;2;NA;5;1;1;3;3;5;2;4;1;3;3;1;1;FALSE;4;10;ÖVP;yes;Austria;primary school/secondary education first stage;2,400 up to 2,700;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;never;no;4;no;2.500-
Male;40;Styria;76;3;immigration;asylum/refugees;asylum / admission of refugees;2;2;2;4;4;3;2;2;3;1;1;1;2;3;2;2;4;2;2;5;1;NA;2;3;4;3;2;4;4;3;2;2;4;2;4;2;FALSE;3;10;ÖVP;yes;Austria;vocational training/school;3,900 and more;employed;employed, more than 35h weekly;5;NA;Roman-Catholic church;once a week;no;2;no;10.000-
Female;58;Vienna;128;2;environment protection;environmentalism (gen.);environmental protection/sustainability/conservation (general);2;3;1;3;3;5;2;2;4;1;1;1;1;2;1;4;5;5;2;4;2;2;NA;3;5;2;1;5;3;4;3;4;4;1;1;2;TRUE;2;10;other;yes;Austria;AHS with diploma;3,000 up to 3,300;retired;NA;NA;employee;Roman-Catholic church;less often;yes;2;no;1M.+
Female;35;Styria;104;2;education and culture;education general;education / education policy (general);3;3;1;4;5;5;2;3;4;2;2;2;2;2;3;4;5;4;1;2;2;2;NA;1;4;3;3;5;5;2;4;1;3;1;1;2;FALSE;3;10;NEOS;yes;Austria;vocational middle school ;3,600 up to 3,900;employed;employed,15 - 35h weekly;1;NA;Roman-Catholic church;never;yes;NA;no;<2.500
Male;59;Salzburg;110;1;education and culture;education general;education / education policy (general);2;3;2;2;3;3;3;1;4;1;1;1;1;1;2;3;5;3;88;4;2;1;3;1;2;3;1;3;3;4;3;1;2;2;4;3;FALSE;3;9;ÖVP;yes;Austria;BHS with diploma ;2,250 up to 2,400;retired;NA;NA;public official;Roman-Catholic church;less often;yes;NA;no;5.000-
Male;34;Burgenland;90;1;immigration;immigration general;immigration / immigrants / foreigners (general);5;4;2;1;2;2;3;3;4;1;2;2;4;1;4;4;2;1;5;5;99;NA;NA;4;3;1;3;4;3;2;4;3;3;1;2;1;TRUE;2;7;FPÖ;yes;Austria;Bachelor;refused;employed;employed, more than 35h weekly;1;NA;Protestant church;only on special holidays;no;NA;no;NA
Male;17;Lower Austria;95;3;refused;refused;refused;4;4;5;3;4;5;88;4;4;3;88;88;3;5;88;4;3;5;5;6;2;88;NA;5;5;3;4;3;2;3;5;4;4;5;4;2;FALSE;3;5;NEOS;yes;Austria;elementary school or less;below 450;on leave;NA;NA;self-employed without employees;none;never;don't know;NA;yes;NA
Male;73;Upper Austria;117;1;budget;budget, government debt;financial policy (general);2;2;3;1;3;5;1;2;3;1;1;1;1;1;5;3;4;1;5;5;1;NA;3;3;2;3;3;4;4;3;3;2;4;5;1;5;FALSE;3;10;ÖVP;yes;Austria;vocational middle school ;2,700 up to 3,000;retired;NA;NA;employee;Roman-Catholic church;once a week;no;NA;no;<2.500
Female;57;Styria;128;3;immigration;integration of foreigners;integration of immigrants (general);3;1;1;3;3;1;1;1;3;1;1;1;1;1;4;4;4;4;5;88;1;NA;2;4;1;5;4;2;1;4;2;1;2;1;1;1;FALSE;3;10;SPÖ;yes;Austria;vocational middle school ;3,900 and more;employed;employed, more than 35h weekly;2;NA;Roman-Catholic church;only on special holidays;no;2;no;<2.500
Male;19;Lower Austria;105;1;reform of institutions;political system/governmental system;calling early elections;2;3;1;3;3;4;2;2;2;1;1;1;1;2;2;2;4;88;3;3;1;NA;2;2;4;4;1;3;4;4;2;5;5;5;4;2;TRUE;2;10;SPÖ;yes;Austria;AHS with diploma;3,600 up to 3,900;a student at university;NA;NA;NA;Roman-Catholic church;only on special holidays;no;NA;yes;2.500-
Female;20;Styria;93;3;don't know;don't know;don't know;4;2;1;4;1;4;1;2;3;1;1;1;3;1;1;1;5;1;1;5;88;NA;NA;1;5;5;1;3;1;1;5;1;5;1;1;5;TRUE;2;10;ÖVP;yes;Austria;vocational training/school;2,700 up to 3,000;employed;employed, more than 35h weekly;1;NA;Roman-Catholic church;never;no;NA;no;2.500-
Male;51;Salzburg;102;1;economy;economy (gen.);economic policy (general);2;3;2;2;5;4;2;2;3;1;1;2;1;1;1;2;5;4;88;6;2;1;3;2;4;4;1;2;4;2;2;4;4;4;2;2;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;3,900 and more;employed;employed, more than 35h weekly;6;NA;Roman-Catholic church;less often;no;3;no;<2.500
Male;73;Lower Austria;124;1;immigration;immigration general;immigration / immigrants / foreigners (general);2;3;3;1;5;1;4;4;4;1;1;1;1;1;5;5;1;1;5;7;1;NA;2;4;2;1;2;2;5;4;3;1;3;3;5;5;TRUE;2;10;ÖVP;yes;Austria;Magister/Master;3,900 and more;retired;NA;NA;employee;Roman-Catholic church;never;no;2;no;<2.500
